filename,fitness,rmse
p_to_pl_lm_combined_000001_000006.ply,0.9094111340837736,0.5883837748222982
p_to_pl_lm_combined_000006_000011.ply,0.5015099428310953,0.938199537535016
p_to_pl_lm_combined_000011_000016.ply,0.6462188329408246,0.7973737448912331
p_to_pl_lm_combined_000016_000021.ply,0.7132582071164577,0.7115003091030113
p_to_pl_lm_combined_000021_000026.ply,0.4156860694175688,0.8910168063773864
p_to_pl_lm_combined_000026_000031.ply,0.49817931636266005,0.7770960033458364
p_to_pl_lm_combined_000031_000036.ply,0.8506635201318958,0.6519491308370282
p_to_pl_lm_combined_000036_000041.ply,0.4136023731536988,0.9225568480175323
p_to_pl_lm_combined_000041_000046.ply,0.6508006642999711,0.8904930856141176
p_to_pl_lm_combined_000046_000051.ply,0.37211111975721733,0.7891562001567904
p_to_pl_lm_combined_000051_000056.ply,0.3974132582446428,0.9418353978783285
p_to_pl_lm_combined_000056_000061.ply,0.24247894103489773,0.8975836296920656
p_to_pl_lm_combined_000061_000066.ply,0.484595980144845,0.8093176773604148
p_to_pl_lm_combined_000066_000071.ply,0.7148512593268385,0.6364521501745143
p_to_pl_lm_combined_000071_000076.ply,0.6101905484115587,0.7820932556076357
p_to_pl_lm_combined_000076_000081.ply,0.6906551751655894,0.676910917791285
p_to_pl_lm_combined_000081_000086.ply,0.43139143755033715,0.836383283847398
p_to_pl_lm_combined_000086_000091.ply,0.36662614370721097,1.0829489649526347
p_to_pl_lm_combined_000091_000096.ply,0.8096815997112908,0.6043945569589487
p_to_pl_lm_combined_000096_000101.ply,0.8713930760311412,0.5108651591720367
p_to_pl_lm_combined_000101_000106.ply,0.9560541075552623,0.48818101112554835
p_to_pl_lm_combined_000106_000111.ply,0.4045201974938487,0.6415759333073108
p_to_pl_lm_combined_000111_000116.ply,0.4418188680483762,0.5003531160387388
p_to_pl_lm_combined_000116_000121.ply,0.5284868453245037,0.8490984992748135
p_to_pl_lm_combined_000121_000126.ply,0.9498891056747878,0.5340196163497951
p_to_pl_lm_combined_000126_000131.ply,0.26775462923530313,1.0151134369092212
p_to_pl_lm_combined_000131_000136.ply,0.3069312095708423,0.7158061343150152
p_to_pl_lm_combined_000136_000141.ply,0.4086761645589883,0.7321423479051108
p_to_pl_lm_combined_000141_000151.ply,0.7555680295512983,0.6361968248426428
p_to_pl_lm_combined_000151_000161.ply,0.9558313391581799,0.49433943948230974
p_to_pl_lm_combined_000161_000171.ply,0.4261693671660043,0.7398805756970463
p_to_pl_lm_combined_000171_000176.ply,0.2732093602633686,1.1823024216916833
p_to_pl_lm_combined_000176_000181.ply,0.35169322189981406,0.8363712584603892
p_to_pl_lm_combined_000181_000186.ply,0.46180238650576344,0.7700076236700966
p_to_pl_lm_combined_000186_000191.ply,0.564375,0.7286155130240223
p_to_pl_lm_combined_000191_000196.ply,0.3258246314756207,0.9252807313922338
